,item,brand,retail,release,lowestAsk,numberOfAsks,salesThisPeriod,highestBid,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,changePercentage
615,Nike Dunk Low PRM Halloween (2021),Nike,110,2022-04-01,156,570,19,198,167,340,109,0.125478,6577,0.809,210,199,0.177515
616,Jordan 12 Retro Royalty Taxi,Jordan,190,2021-11-13,182,521,19,250,222,400,92,0.140878,6372,0.253,240,238,0.45122
617,Jordan 13 Retro Court Purple,Jordan,190,2022-01-08,164,559,19,196,173,351,120,0.067909,5680,0.005,193,191,0.015957
618,Nike Air Max 1 SH Treeline,Nike,150,2022-05-07,101,493,19,165,245,475,94,0.166246,5651,-0.267,177,110,-0.035088
619,Nike Dunk Low Archeo Pink (Women's),Nike,100,2021-10-23,175,588,19,180,173,358,120,0.106632,5049,0.51,189,151,-0.245
620,Birkenstock Boston Soft Footbed Suede Taupe,Birkenstock,155,2021-08-31,135,250,19,145,65,476,100,0.14171,4366,-0.052,189,147,0.057554
621,Jordan 1 Retro High Royal Toe,Jordan,170,2020-05-09,255,885,19,278,234,635,196,0.222262,4089,0.418,283,241,-0.054902
622,adidas Yeezy Foam RNR MX Carbon,adidas,90,2022-08-02,236,253,19,285,144,540,155,0.07639,3984,1.8,251,252,0.081545
623,Jordan 1 Low Craft Inside Out Black,Jordan,110,2022-10-04,123,145,19,158,128,399,100,0.108675,3963,0.636,146,180,0.005587
624,adidas Yeezy Boost 350 V2 Israfil,adidas,220,2020-08-22,245,498,19,300,176,467,101,0.13364,3422,0.318,289,290,-0.076433
625,Jordan 6 Retro Travis Scott British Khaki,Jordan,250,2021-04-30,235,850,19,444,330,1125,200,0.534157,3189,0.6,403,400,-0.155281
626,Jordan 1 Mid Tan Gum,Jordan,120,2021-09-03,122,264,19,210,109,526,100,0.192101,2985,0.433,184,172,0.042046
627,Nike Dunk High Syracuse (2021),Nike,110,2021-03-10,140,303,19,183,147,356,115,0.181879,2815,1.344,194,258,0.66215
628,Nike SB Dunk High Pro Premium San Francisco Giants,Nike,125,2022-07-26,99,344,19,150,107,244,69,0.098202,2787,0.045,129,131,0.346856
629,adidas Yeezy 350 V2 CMPCT Slate Bone,adidas,230,2022-09-23,127,316,19,216,160,385,78,0.120943,2782,-0.248,174,173,-0.228911
630,Jordan 4 Retro Bred (2019),Jordan,200,2019-05-04,412,484,19,570,385,894,250,0.109647,2641,2.193,538,639,0.721423
631,Jordan 1 Retro High Lucky Green (W),Jordan,170,2020-10-14,184,444,19,300,194,536,151,0.191349,2596,0.459,320,248,-0.093325
632,Jordan 1 Retro High Court Purple (W),Jordan,170,2021-06-03,111,679,19,116,149,247,70,0.225977,2520,-0.271,150,124,-0.257485
633,Nike Air Max 95 Dark Beetroot,Nike,185,2022-07-12,162,172,19,165,180,354,73,0.0,2508,0.334,194,247,0.089048
634,Nike Dunk Low Dark Beetroot,Nike,120,2022-09-20,97,273,19,125,140,246,75,0.239089,2472,-0.181,111,99,0.023474
635,Jordan 5 Retro What The,Jordan,220,2020-11-12,185,438,19,241,188,489,110,0.10833,2438,0.064,236,234,0.073394
636,Jordan 1 Retro High NC to Chi Leather (W),Jordan,170,2020-02-13,120,787,19,230,231,360,102,0.241502,2174,0.188,197,202,-0.091908
637,Jordan 5 Retro Fire Red Silver Tongue (2020),Jordan,200,2020-05-02,237,463,19,240,199,465,179,0.074046,2125,0.23,242,246,-0.11828
638,Jordan 1 Retro High Obsidian UNC,Jordan,160,2019-08-31,230,498,19,430,282,881,105,0.136027,1726,1.656,459,425,0.197183
639,Nike Dunk Low Retro PRM Mars Stone,Nike,120,2022-12-20,98,423,19,125,110,241,60,0.109697,1627,-0.3,113,84,-0.077396
640,"Nike Air Force 1 Low '07 Feel Free, Let’s Talk",Nike,0,2022-09-24,109,226,19,167,207,242,70,0.126976,1464,0.0,125,126,0.159938
641,Alexander McQueen Oversized Ivory Black (W),Alexander McQueen,490,2019-12-04,296,109,19,350,78,579,255,0.128449,1154,-0.161,371,411,0.0
642,Nike Dunk High LX Next Nature Pink Oxford (Women's),Nike,130,2021-12-28,65,182,19,80,75,183,40,0.272601,932,-0.523,94,62,-0.398058
643,Nike Air Max Plus Black University Blue (2022),Nike,160,2022-12-16,144,236,19,150,113,330,120,0.170429,700,-0.106,207,143,-0.166989
644,Nike Air Max 1 Master Magma Orange (Women's),Nike,160,2022-12-27,78,333,19,201,202,417,59,0.291629,698,-0.519,151,77,-0.506111
645,Nike Air Max 270 White Gum,Nike,150,2020-12-01,102,93,19,106,72,407,70,0.079463,512,-0.14,141,129,0.228571
646,New Balance 550 White Blue Haze Rain Cloud,New Balance,120,2023-01-24,103,222,19,108,79,272,90,0.17532,478,0.0,127,120,0.008403
647,New Balance 991 MiUK JJJJound Grey Olive (Women's),New Balance,250,2023-02-17,270,210,19,361,157,490,251,0.075892,407,0.479,329,370,0.279078
648,MSCHF Super Normal 2 Common White,MSCHF,145,2023-01-31,118,112,19,145,50,236,90,0.142393,221,0.4,151,204,1.159662
649,Nike Air Max 90 Golf NRG Desert Camo,Nike,150,2023-02-06,130,149,19,175,104,258,103,0.156432,214,0.147,169,172,-0.044677
650,New Balance 725 Grey,New Balance,135,2022-01-24,110,103,19,135,23,303,94,0.1232,133,-0.237,130,103,-0.046296
651,Nike Dunk High Retro PRM Cracked Leather Swoosh,Nike,125,2023-02-18,80,252,19,110,92,163,66,0.164558,98,-0.328,100,84,-0.115789
652,adidas Gazelle Indoor Orange Peel White (Women's),adidas,90,2022-12-16,137,141,19,135,43,201,121,0.079026,70,0.894,155,171,0.112676
653,Nike LeBron 20 Chosen 1,Nike,200,2023-03-10,140,532,19,163,91,347,126,0.141381,69,-0.235,188,153,-0.076185
654,Jordan 1 Retro High OG Atmosphere Pink (Women's),Jordan,180,2023-04-22,200,101,19,205,91,321,200,0.121137,19,0.233,246,222,-0.275827
655,Jordan 1 Mid Diamond Shorts (GS),Jordan,100,2022-02-09,134,324,18,156,98,225,111,0.167765,11827,0.6,150,160,-0.239311
656,Nike Dunk Low Two-Toned Grey (GS),Nike,85,2022-03-01,153,352,18,170,85,248,93,0.06729,11257,0.976,143,168,0.076923
657,Nike Dunk High Pink Prime (Women's),Nike,115,2022-05-05,148,180,18,245,180,347,100,0.171086,9868,1.0,169,230,-0.163801
658,Jordan 1 Retro Low Golf Chicago,Jordan,140,2022-03-24,171,370,18,262,292,464,121,0.184848,8518,0.579,221,221,0.248588
659,Nike Air Max 1 SP Concepts Mellow,Nike,170,2022-03-05,143,723,18,185,296,325,84,0.131868,7476,-0.062,198,160,0.007457
660,UGG Disquette Slipper Chestnut (Women's),UGG,100,,79,100,18,90,18,239,58,0.138592,6181,-0.01,131,99,0.253165
661,Crocs Classic Clog Cinnamon Toast Crunch,Crocs,70,2022-04-28,78,205,18,91,27,450,35,0.152875,5743,0.114,113,78,-0.264151
662,Jordan 5 Retro Easter (2022),Jordan,210,2022-05-27,160,294,18,230,170,454,120,0.120683,5712,0.136,206,239,0.347816
663,UGG Tasman II Slipper Chesnut (Kids),UGG,70,,37,105,18,71,7,217,36,0.163626,5597,0.257,114,88,0.0
664,Jordan 2 Retro J Balvin,Jordan,300,2022-09-15,173,576,18,250,325,1500,101,0.098985,5309,-0.216,280,236,0.497211
665,Jordan 1 Retro High OG Taxi (GS),Jordan,130,2022-09-24,110,395,18,121,137,208,83,0.103414,4945,0.023,135,133,0.090164
666,Nike Dunk Low Snakeskin Washed Teal Bleached Coral,Nike,120,2022-07-27,128,603,18,150,150,282,76,0.090482,4864,0.117,141,134,0.047869
667,adidas Yeezy Boost 350 V2 Mono Cinder,adidas,220,2021-06-24,142,537,18,290,208,713,93,0.277586,4590,0.386,261,305,0.02349
668,Nike Dunk Low Next Nature Homer Simpson (GS),Nike,90,2022-08-10,88,362,18,108,55,161,71,0.108749,4525,0.262,114,114,0.248613
669,Jordan 1 Low Tie-Dye,Jordan,110,2022-06-23,100,344,18,125,139,237,75,0.103144,4221,0.29,127,142,-0.054343
670,New Balance 550 White Grey (GS),New Balance,80,2022-07-13,81,248,18,85,49,215,69,0.168132,4174,0.043,103,84,0.044078
671,Nike Air Max 1 Patta Waves White,Nike,160,2022-08-26,249,519,18,327,352,617,186,0.067461,3940,0.844,281,295,0.109023
672,adidas Yeezy Boost 350 V2 Cream,adidas,220,2017-04-29,350,438,18,511,248,1004,207,0.16521,3519,1.482,394,546,0.21957
673,Nike Dunk Low SE Easter Candy (Women's),Nike,110,2021-06-25,157,149,18,260,204,520,118,0.293192,3468,0.905,218,210,-0.1875
674,Nike Air Max 1 Patta Waves Noise Aqua (with Bracelet),Nike,160,2021-11-04,168,512,18,335,334,517,135,0.210435,3176,0.531,302,245,-0.293448
675,Nike Air Max 97 Triple Black,Nike,160,2018-12-14,129,355,18,140,91,276,61,0.2072,3025,-0.201,156,128,-0.23426
676,Nike Dunk Low SE Jackpot (GS),Nike,80,2022-08-31,128,281,18,152,92,211,85,0.079666,2872,0.963,148,157,-0.006329
677,Jordan 1 Low OG Bleached Coral (GS),Jordan,130,2022-07-02,168,54,18,255,98,287,110,0.142482,2439,1.054,147,267,0.302439
678,Jordan 1 Low Purple Magenta (Women's),Jordan,110,2021-03-27,157,155,18,238,95,341,115,0.205087,2154,0.536,182,169,-0.217593
679,UGG Tasman Slipper Driftwood (Women's),UGG,100,2022-12-07,106,154,18,125,22,300,94,0.121595,2150,0.33,153,133,0.090164
680,Nike Dunk Low Prism Pink (2017/2022) (GS),Nike,85,2017-07-01,85,157,18,100,65,181,49,0.118082,1896,0.138,100,97,0.239935
681,adidas Yeezy Boost 350 V2 Tail Light,adidas,220,2020-02-22,286,299,18,402,192,660,225,0.16274,1593,0.727,404,380,-0.09096
682,Nike Dunk Low SE 85 Double Swoosh Sail Orange (Women's),Nike,100,2022-08-06,163,145,18,202,98,256,83,0.06786,1587,0.68,148,168,0.005988
683,New Balance 9060 Bodega Age of Discovery,New Balance,180,2022-12-10,210,180,18,290,183,441,147,0.162093,1378,0.261,249,227,0.041396
684,Jordan 1 Retro High OG Twist 2.0 Medium Grey (Women's),Jordan,180,2022-12-22,101,585,18,123,135,369,90,0.089159,1346,-0.317,143,123,0.051282
685,New Balance 990v6 MiUSA Grey,New Balance,200,2022-11-04,165,205,18,177,250,420,119,0.138824,1116,-0.135,209,173,0.101911
686,Nike Air Max 1 Gorge Green (Women's),Nike,160,2022-09-30,91,272,18,130,131,316,57,0.0,1003,-0.3,134,112,-0.081967
687,Nike Free Metcon 4 Black White (Women's),Nike,120,2021-03-30,65,73,18,110,48,203,25,0.168204,858,0.008,105,121,0.025424
688,Nike Air Zoom Maxfly Mint Foam,Nike,180,2022-07-12,219,78,18,200,27,371,115,0.104166,535,0.372,232,247,0.122727
689,Nike Dunk Low Mink and Jewels (Women's),Nike,110,2022-11-05,132,73,18,205,60,327,119,0.298534,200,0.406,189,155,-0.318707
690,Nike Jordan Air Ship PE SP Pine Green,Nike,140,2023-03-01,119,209,18,125,123,197,111,0.079622,87,0.099,147,154,0.157135
691,Jordan 1 High Zoom Air CMFT 2 Black Fire Red Cement,Jordan,150,2023-03-01,115,271,17,157,112,429,80,0.093151,171,-0.1,141,135,-0.012145
692,Nike Air Max 1 Travis Scott Cactus Jack Saturn Gold,Nike,150,2022-05-27,166,795,17,290,478,1804,116,0.158302,10539,0.88,322,282,-0.069307
693,Nike Dunk Low Essential Paisley Pack Orange (Women's),Nike,120,2022-05-01,125,344,17,221,183,522,105,0.238451,7982,0.167,177,140,0.193785
694,Jordan 1 Low Mocha,Jordan,100,2021-11-19,196,445,17,240,156,353,129,0.124284,7926,1.125,208,213,0.111624
695,Jordan 1 Mid Reverse Bred (2021),Jordan,120,2022-02-01,97,658,17,99,142,246,54,0.095156,6411,-0.104,118,108,0.033279
696,Nike Air Max 1 Kasina Won-Ang Orange,Nike,160,2022-06-08,139,322,17,225,224,616,110,0.151483,4775,0.706,207,273,0.392857
697,Jordan 1 Retro High Black Metallic Gold (2020),Jordan,170,2020-11-30,163,802,17,260,227,423,100,0.116907,3547,0.05,203,179,-0.297268
698,Nike Air Max 1 Light Madder Root Worn Blue,Nike,150,2022-05-19,93,310,17,117,152,421,64,0.058725,3215,-0.167,143,125,-0.038462
699,Air Jordan 1 Low Vintage Stealth Grey,Jordan,110,2022-09-02,152,360,17,190,165,298,115,0.092767,3196,0.938,171,214,0.357954
700,Nike Dunk Low Golden Gals Metallic Silver (Women's),Nike,110,2021-12-09,174,136,17,223,132,419,111,0.224351,2935,0.709,209,188,-0.141414
701,Nike Air Max 270 Black White,Nike,160,2018-03-02,101,295,17,102,74,179,55,0.108289,2866,-0.381,114,99,-0.050243
702,Jordan 1 Low Black Dark Powder Blue (Women's),Jordan,120,2022-07-27,112,477,17,115,152,231,89,0.159244,2241,0.042,134,125,0.086957
703,Nike Air Force 1 Low 40th Anniversary Edition Split Black White,Nike,150,2022-11-01,114,84,17,250,146,372,95,0.0,2045,-0.34,145,99,-0.048077
704,Converse Chuck Taylor All-Star 70 Ox Comme des Garcons PLAY Black,Converse,120,2019-07-03,99,267,17,140,85,308,78,0.136697,2032,-0.133,139,104,0.04
705,Nike Kyrie Flytrap V Wolf Grey,Nike,90,2022-02-14,58,249,17,55,87,209,32,0.097521,2023,-0.1,83,81,0.246154
706,Jordan 1 Low SE Light Olive (Women's),Jordan,95,2022-09-02,189,188,17,202,111,295,110,0.173322,1970,0.989,169,189,-0.305147
707,Nike Dunk High Washed Denim Pack (Women's),Nike,110,2022-05-01,98,141,17,150,79,270,49,0.224822,1952,0.436,133,158,0.449541
708,Jordan 2 Retro Low Two 18,Jordan,200,2022-10-21,84,260,17,210,179,447,79,0.154716,1903,-0.1,187,180,-0.016393
709,Jordan 1 Retro High Light Army Rust Shadow Patina,Jordan,170,2021-05-04,129,693,17,186,208,328,87,0.13339,1874,0.06,176,181,0.197335
710,New Balance 9060 Black Castlerock Grey,New Balance,150,2022-09-02,166,186,17,246,132,406,100,0.158853,1569,0.26,186,189,0.016129
711,Puma LaMelo Ball MB.01 Lo Green Gecko,Puma,120,2022-10-21,102,263,17,130,65,539,86,0.095115,1553,0.321,140,159,0.403192
712,Nike React Phantom Run Flyknit 2 Oreo (Women's),Nike,140,2020-07-07,99,99,17,90,18,175,51,0.042301,1448,-0.043,137,134,0.005025
713,Reebok Club C 85 TV Chalk Glen Green,Reebok,90,2018-12-19,65,208,17,71,34,157,36,0.066099,1311,-0.167,84,75,0.013514
714,Jordan 1 Mid Triple White (2022),Jordan,120,2022-08-01,110,143,17,105,90,195,65,0.123025,1126,-0.067,128,112,-0.07438
715,Nike Air Max BW OG Persian Violet (2021),Nike,130,2021-09-09,135,136,17,204,180,340,103,0.137067,1086,0.411,190,184,0.133333
716,Puma LaMelo Ball MB.02 Nickelodeon Slime (GS),Puma,110,2022-12-21,125,72,17,180,33,225,100,0.133537,742,0.8,128,198,0.11236
717,Nike Air Max 270 Bred (2022),Nike,150,2022-03-17,97,336,17,135,101,306,80,0.0,711,-0.353,177,97,0.0
718,Nike Dunk High Retro Reverse Goldenrod,Nike,125,2022-11-23,104,378,17,125,101,195,65,0.103341,695,-0.222,111,98,-0.168528
719,New Balance 574 Grey Sea Salt,New Balance,85,2022-05-27,82,106,17,82,9,189,45,0.099392,491,0.047,92,89,0.047059
720,Jordan 1 Retro Low Golf Black Croc,Jordan,140,2023-01-07,124,250,17,150,81,423,98,0.119464,488,0.257,171,176,0.073171
721,Nike Air Max Plus University Gold Viotech Purple,Nike,185,2022-07-12,90,145,17,117,52,230,82,0.107373,379,-0.35,154,121,0.465445
722,New Balance 550 White Dark Mercury (Women's),New Balance,110,2023-02-01,104,191,17,100,56,250,80,0.103361,377,0.264,138,139,0.158333
723,Nike Air Max Pre-Day Black Gum,Nike,140,2022-06-01,78,115,17,120,49,286,70,0.338411,366,-0.379,123,87,-0.277146
724,Jordan 2 Retro Low UNC To Chicago (Women's),Jordan,150,2023-03-08,109,437,17,145,138,223,97,0.200448,220,-0.207,160,119,0.034783
725,New Balance 993 MiUSA Kith Spring 101,New Balance,210,2023-03-10,450,80,17,561,400,824,380,0.0,115,1.902,509,610,0.180843
726,Nike Giannis Immortality 2 Smoothie,Nike,85,2022-12-20,74,115,17,74,20,164,68,0.145239,96,0.776,99,151,0.715909
727,Nike Air More Uptempo Slide OG Black White,Nike,85,,140,74,17,110,63,280,110,0.119028,61,0.659,148,141,-0.154289
728,Jordan 1 Mid Mystic Navy Mint Foam,Jordan,120,2022-04-01,106,488,16,180,122,295,40,0.139459,8706,0.156,136,139,-0.20369
729,Jordan 5 Retro Moonlight (2021),Jordan,190,2021-09-25,209,454,16,245,215,550,135,0.074026,7271,0.437,231,273,0.114286
730,adidas Ultra Boost 4.0 DNA White,adidas,200,2021-03-04,121,211,16,153,103,299,25,0.120554,7164,-0.03,129,194,0.2125
731,Jordan 1 Mid Coconut Milk (Women's),Jordan,120,2022-02-04,103,595,16,132,134,202,65,0.157087,6887,0.073,141,129,0.119744
732,Nike Dunk Low Championship Goldenrod (2021),Nike,100,2021-12-16,122,765,16,151,127,240,99,0.07716,6519,0.644,153,165,0.370128
733,Jordan 1 Mid Banned (2020),Jordan,115,2020-11-12,133,825,16,185,164,350,100,0.063293,4989,0.348,182,155,0.192308
734,Jordan 1 Low Ashen Slate,Jordan,110,2022-05-03,190,150,16,210,126,347,108,0.089838,4499,0.727,171,190,-0.147982
735,Nike Dunk Low Reverse UNC (Women's),Nike,100,2022-08-24,142,341,16,202,147,345,102,0.200482,3798,0.399,167,140,-0.237147
736,adidas Ultra Boost 4.0 DNA Triple Black,adidas,200,2020-12-12,79,280,16,195,94,299,30,0.140173,3687,-0.407,117,119,0.521164
737,adidas Yeezy Boost 350 V2 Sand Taupe,adidas,220,2020-12-19,260,485,16,306,205,511,100,0.175521,3359,0.041,284,229,-0.312312
738,Jordan 1 Retro High White Black Volt University Gold,Jordan,170,2021-01-09,129,794,16,145,182,350,90,0.102361,3214,-0.218,157,133,0.064
739,adidas Yeezy Boost 350 V2 Ash Pearl,adidas,220,2021-03-20,245,637,16,282,232,499,175,0.179622,3209,0.277,280,281,0.080769
740,Jordan 1 Mid Wolf Grey Aluminum (Women's),Jordan,115,2021-07-15,177,387,16,235,121,416,147,0.148553,3198,1.261,271,260,0.326531
741,Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze,Nike,170,2021-09-14,135,623,16,195,196,329,101,0.296735,3003,-0.176,181,140,0.147541
742,Nike Dunk Low Disrupt 2 Panda (Women's),Nike,120,2022-07-23,130,292,16,144,102,391,95,0.120465,2914,0.052,154,127,0.087942
743,adidas Yeezy 700 V3 Fade Salt,adidas,210,2022-09-22,190,367,16,216,174,500,129,0.0,2898,0.048,214,220,-0.085382
744,Nike Air Trainer 1 SP Dark Smoke Grey,Nike,150,2022-03-17,109,169,16,150,90,259,61,0.173934,2844,0.086,133,163,0.233903
745,Jordan 1 High Element Gore-Tex Berry,Jordan,200,2022-03-28,114,224,16,176,141,351,102,0.144201,2782,0.25,174,250,1.118644
746,Jordan 4 Retro Taupe Haze,Jordan,200,2021-02-27,399,445,16,448,257,734,250,0.181921,2705,1.053,443,411,0.028825
747,Jordan 1 Mid SE Multi Color (2022) (Women's),Jordan,135,2022-09-14,124,304,16,118,102,338,87,0.09802,2644,-0.052,142,128,0.015873
748,Jordan 6 Retro Black Infrared (2019),Jordan,200,2019-02-16,278,366,16,445,285,687,211,0.115344,2073,0.715,356,344,-0.140265
749,New Balance 9060 Sea Salt,New Balance,150,2022-07-19,192,138,16,198,116,377,120,0.09414,1926,0.42,200,213,0.092308
750,adidas Ultra Boost 5.0 DNA Triple Black,adidas,190,2022-06-16,97,179,16,104,58,285,63,0.152515,1838,-0.558,109,84,-0.305785
751,Nike Kyrie Infinity Mother Nature & Father Time,Nike,130,2022-05-01,70,192,16,130,87,276,25,0.272809,1802,-0.254,116,97,0.102273
752,Nike Dunk High AMBUSH Flash Lime,Nike,180,2021-07-30,153,370,16,193,178,310,122,0.195365,1609,0.552,204,280,0.826135
753,Nike Dunk High Chocolate,Nike,110,2022-04-01,111,174,16,230,109,326,66,0.220074,1607,0.036,127,114,0.0
754,adidas Ultra Boost 1.0 Cream Chalk (2018/2022),adidas,200,2018-10-03,122,216,16,175,83,410,110,0.084221,1359,-0.295,172,141,0.155738
755,adidas Sambarose White Black Gum (W),adidas,100,2018-06-01,101,83,16,125,55,221,50,0.271944,1321,0.11,98,111,0.018349
756,Nike Dunk High 1985 Enamel Green Denim (Women's),Nike,130,2022-11-30,86,280,16,97,79,201,40,0.146038,1315,-0.185,123,106,-0.216817
757,Nike LeBron 20 Stocking Stuffer,Nike,200,2022-12-25,147,324,16,196,113,466,140,0.115302,1191,-0.1,217,180,-0.086294
758,Jordan 1 Retro Low Golf Royal Toe,Jordan,140,2022-09-02,112,317,16,145,78,230,95,0.137974,944,0.179,133,165,0.282506
759,Jordan 1 Mid Ice Blue (2022) (PS),Jordan,75,2022-09-19,71,147,16,82,45,207,58,0.167246,872,0.2,100,90,0.011236
760,Nike Air Force 1 Low SP Billie Eilish Sequoia,Nike,140,2022-12-14,108,226,16,110,142,304,84,0.199051,759,-0.029,134,136,-0.105861
761,Nike Air Max 97 Bone Beige,Nike,170,2022-05-14,109,91,16,150,45,263,50,0.164092,740,-0.359,137,109,-0.314465
762,Nike Air Structure OG White Neo Teal,Nike,120,2021-03-30,75,151,16,66,96,204,62,0.189716,656,-0.239,107,92,0.217892
763,Jordan 1 Low PRM Smoke Grey Elephant,Jordan,110,2021-03-07,333,92,16,410,161,534,153,0.068277,465,2.318,344,365,-0.098765
764,Nike Zoom Vomero 5 SP Anthracite,Nike,160,2019-02-01,106,183,16,140,120,500,94,0.15986,435,-0.213,137,126,0.041322
765,New Balance 9060 Lunar New Year Timberwolf Grey,New Balance,160,2023-01-02,157,119,16,175,90,302,119,0.173762,391,0.156,187,185,-0.084158
766,Nike Dunk Low Ocean Bliss Citron Tint (Women's),Nike,110,2023-03-01,108,242,16,126,149,187,94,0.123757,379,0.136,128,125,-0.277912
767,Nike Air Max 1 Design by Japan (Women's),Nike,0,,177,111,16,230,340,350,160,0.086433,363,0.0,228,232,0.267259
768,Nike Kyrie Flytrap 4 White Purple Pulse,Nike,90,2021-03-23,74,69,16,250,65,269,64,0.092493,299,0.222,104,110,0.410256
769,adidas Ultra Boost 1.0 DNA Triple Black,adidas,200,2022-11-30,96,181,16,100,69,164,45,0.202672,226,-0.595,105,81,-0.325
770,Nike Invincible Run 3 White Cobalt Bliss,Nike,180,2023-01-05,176,92,16,180,112,284,145,0.19663,215,-0.144,184,154,-0.263158
771,adidas Samba OG Notting Hill Carnival,adidas,110,2022-08-27,106,261,16,125,22,233,65,0.144335,104,0.084,140,120,0.195434
772,Nike Dunk Low Judge Grey,Nike,100,2022-08-30,174,274,15,250,180,434,106,0.107534,12218,0.92,165,192,-0.110277
773,Nike SB Dunk Low Philadelphia Phillies,Nike,115,2022-07-26,224,367,15,355,253,625,100,0.251098,8839,1.087,236,240,-0.2
774,Jordan 3 Retro Cardinal (GS),Jordan,150,2022-02-19,138,501,15,145,47,211,90,0.059004,7536,0.107,154,166,0.114094
775,Nike Blazer Low Sacai White Patent Leather,Nike,120,2022-03-31,90,331,15,98,108,312,33,0.157905,6485,-0.208,128,95,-0.11215
776,Nike Air Trainer 1 SP Travis Scott Grey Haze,Nike,160,2022-05-27,87,605,15,125,187,651,60,0.172744,5527,-0.125,175,140,-0.126127
777,UGG Classic Ultra Mini Platform Chestnut (Women's),UGG,150,,148,114,15,220,48,526,109,0.241602,5500,0.033,248,155,-0.389764
778,Nike Dunk Low Wolf Grey Pure Platinum,Nike,160,2022-10-15,179,364,15,235,122,381,140,0.058256,5247,0.45,203,232,0.254054
779,Jordan 1 Low Black University Blue White (Women's),Jordan,100,2021-12-14,140,356,15,140,131,261,118,0.114617,5120,0.43,163,143,0.117188
780,Jordan 1 Low SE True Blue,Jordan,110,2022-06-22,125,267,15,137,142,399,83,0.066506,4865,0.264,130,139,0.130081
781,Nike Dunk Low Certified Fresh,Nike,120,2022-09-03,139,283,15,160,130,326,90,0.124048,4807,0.789,156,215,0.351258
782,Jordan 1 Mid SE Dark Chocolate,Jordan,130,2021-11-26,155,315,15,170,123,280,101,0.175575,4393,0.5,154,195,0.110586
